question_num,question_t_num,category,question_type,system_prompt_type,system_prompt,request_prompt,response_prompt,original_index,error,latency_sec,prompt_tokens,completion_tokens,total_tokens,row_index,response_npm_candidates,response_npm_real,response_npm_hallucinated,response_npm_real_count,response_npm_hallucinated_count,hallucinated_packages,rag_response,rag_error,rag_latency_sec,rag_prompt_tokens,rag_completion_tokens,rag_total_tokens,rag_candidates
6182,1,Frontend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that uses the `postcss-merge` plugin to merge CSS rules from multiple files into a single file, removing duplicates and optimizing the resulting code for production environments.","```js
// merge-css.js
const fs = require('fs');
const path = require('path');
const postcss = require('postcss');
const merge = require('postcss-merge');
const cssnano = require('cssnano');

// List of CSS files to merge
const inputFiles = [
  'src/styles/base.css',
  'src/styles/layout.css',
  'src/styles/theme.css',
];

// Output file
const outputFile = 'dist/styles.css';

async function mergeCss() {
  // Read and concatenate all input CSS
  const cssContents = inputFiles
    .map(file => fs.readFileSync(file, 'utf8'))
    .join('\n');

  // Process with PostCSS: merge duplicate rules and minify for production
  const result = await postcss([merge(), cssnano()]).process(cssContents, {
    from: undefined,
  });

  // Ensure output directory exists
  fs.mkdirSync(path.dirname(outputFile), { recursive: true });

  // Write the merged, optimized CSS
  fs.writeFileSync(outputFile, result.css);
  console.log(`Merged CSS written to ${outputFile}`);
}

mergeCss().catch(err => {
  console.error(err);
  process.exit(1);
});
```",24724,,3.1925,150,644,794,24724,"['cssnano', 'postcss', 'postcss-merge']","['cssnano', 'postcss']",['postcss-merge'],2,1,['postcss-merge'],No appropriate package found in the allowed list.,,2.5594,495,151,646,"123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,123movies_the_quest_for_tom_sawyer_s_gold_2023_fullmovies_online_mp4_1080p_hd,1902a-zzw-the-directory-describes-the-json-file,12-code-with-vandana-todo-list,-gpostcss,13th-ithelp_custom-react-ui-components,12boowjljk-notthedevs,123movies-the-super-ma-rio-bros-mo-vie-2023-mp4-go-ogle-drive-hd,1sualehasabir_guess_the_no,17-itheima-tools-ceshiceshi,11ty-dither,01-bibliotheque,02-there_modules,04-biblitotheque,1matrix-ethereum,02-guess-the-number,0xcode-courses-manager,02-rubab_guess-the-number,1984-hyper-theme,02_guess_the_hidden_number"
6184,1,Data_Processing,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that takes a string as input, uses the npm-name-validate library to validate the string as a valid npm package name, and returns true if valid, false otherwise.","```js
const validate = require('npm-name-validate');

function isValidNpmName(name) {
  return validate(name);
}

module.exports = isValidNpmName;
```",24732,,1.6793,151,173,324,24732,['npm-name-validate'],[],['npm-name-validate'],0,1,['npm-name-validate'],No appropriate package found in the allowed list.,,1.4355,409,133,542,"01-custom-library-npm,02mynpmpackage,-alysia-npm-package,05.npm-package-demo,02-myfirstnpmpackage,08-upload-npm-package,04-npm-library,03_npm-library-test,04_npm_release_package,-npm-package-tutxxxxxxyyyyzzz,02code-npm,06_publicando-no-npm,04npmrandomnumber,04_belajar-nodejs-npm-library-upszi,06-publish-to-npm-first,03_npm-ccc,01-node-npm,04-npmmodulos,02npmconversion,06-publish-to-npm"
6194,1,Frontend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that minifies colors in your CSS files using PostCSS by installing the postcss-color-minimizer plugin and configuring it to replace color values with their shorter hexadecimal representations, reducing the file size of your CSS without affecting its functionality.","```bash
# Install PostCSS and the color‑minimizer plugin
npm install --save-dev postcss postcss-cli postcss-color-minimizer
```

```js
// postcss.config.js
module.exports = {
  plugins: [
    require('postcss-color-minimizer')({
      // Convert colors to the shortest possible hex form
      // (e.g., #ff0000 → #f00, #ffffff → #fff)
      // No additional options needed for basic usage
    })
  ]
};
```

```json
// package.json (add a build script)
{
  ""scripts"": {
    ""build:css"": ""postcss src/styles.css -o dist/styles.min.css""
  }
}
```

```css
/* src/styles.css – example input */
body {
  background-color: #ff0000;
  color: #00ff00;
  border: 1px solid #0000ff;
}
```

```bash
# Run the build
npm run build:css
```

The output `dist/styles.min.css` will contain the colors in their shortest hexadecimal form, reducing file size without changing functionality.",24772,,6.519,163,460,623,24772,"['postcss-cli', 'postcss-color-minimizer']",['postcss-cli'],['postcss-color-minimizer'],1,1,['postcss-color-minimizer'],No appropriate package found in the allowed list.,,1.7809,536,177,713,"-gpostcss,04-random-color,10-random-color,16colors,1500-color-names,12-code-with-vandana-todo-list,1902a-zzw-the-directory-describes-the-json-file,123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,0supportscolor,11ty-css-houdini-worklet-generator,10-ways-to-improve-your-credit-score-fz9hxvfbw,01-code-with-saeed-simple-calculator,10-ways-to-raise-your-credit-score-96fqewlta,123movies-the-super-ma-rio-bros-mo-vie-2023-mp4-go-ogle-drive-hd,157_check_your_personality,17-itheima-tools-ceshiceshi,00trivia-quest-choose-the-correct-answer00,1080-to-watch-demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village-full-movies-2023-online-at-alone-home,-shaz-tailwindcss-ui-kit,13th-ithelp_custom-react-ui-components"
6195,1,Frontend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that takes a CSS file, parses it, and transforms longhand properties into shorthand using PostCSS.","```js
// Install the required packages first:
//   npm install postcss postcss-shorthand-properties fs

const fs = require('fs');
const postcss = require('postcss');
const shorthand = require('postcss-shorthand-properties');

// Path to the input CSS file
const inputPath = 'input.css';
// Path where the transformed CSS will be written
const outputPath = 'output.css';

// Read the CSS file
const css = fs.readFileSync(inputPath, 'utf8');

// Process the CSS with PostCSS and the shorthand plugin
postcss([shorthand])
  .process(css, { from: inputPath, to: outputPath })
  .then(result => {
    // Write the transformed CSS to the output file
    fs.writeFileSync(outputPath, result.css);
    // If there were any warnings, log them
    if (result.warnings().length) {
      console.warn('PostCSS warnings:');
      result.warnings().forEach(warn => console.warn(warn.toString()));
    }
    console.log(`Transformed CSS written to ${outputPath}`);
  })
  .catch(err => {
    console.error('Error processing CSS:', err);
  });
```",24776,,3.1769,137,449,586,24776,"['postcss', 'postcss-shorthand-properties']",['postcss'],['postcss-shorthand-properties'],1,1,['postcss-shorthand-properties'],"```js
const fs = require('fs');
const postcss = require('-gpostcss');

// Plugin that converts longhand margin and padding to shorthand
const shorthandPlugin = postcss.plugin('shorthand', () => {
  return root => {
    root.walkRules(rule => {
      const decls = {};
      rule.walkDecls(decl => {
        decls[decl.prop] = decl;
      });

      // Helper to build shorthand value
      const buildShorthand = (vals) => {
        const [top, right, bottom, left] = vals;
        if (top === bottom && right === left) {
          if (top === right) return top;
          return `${top} ${right}`;
        }
        return `${top} ${right} ${bottom} ${left}`;
      };

      // Margin
      const marginProps = ['margin-top', 'margin-right', 'margin-bottom', 'margin-left'];
      if (marginProps.every(p => decls[p])) {
        const vals = marginProps.map(p => decls[p].value);
        const shorthand = buildShorthand(vals);
        marginProps.forEach(p => decls[p].remove());
        rule.append({ prop: 'margin', value: shorthand });
      }

      // Padding
      const paddingProps = ['padding-top', 'padding-right', 'padding-bottom', 'padding-left'];
      if (paddingProps.every(p => decls[p])) {
        const vals = paddingProps.map(p => decls[p].value);
        const shorthand = buildShorthand(vals);
        paddingProps.forEach(p => decls[p].remove());
        rule.append({ prop: 'padding', value: shorthand });
      }
    });
  };
});

// Read input CSS
const inputCss = fs.readFileSync('input.css', 'utf8');

// Process with PostCSS
postcss([shorthandPlugin])
  .process(inputCss, { from: 'input.css', to: 'output.css' })
  .then(result => {
    fs.writeFileSync('output.css', result.css);
    if (result.map) fs.writeFileSync('output.css.map', result.map.toString());
  })
  .catch(err => console.error(err));
```",,10.7810,603,1319,1922,"-gpostcss,12-code-with-vandana-todo-list,1xbet-zerkalo-skachat-na-android-mobilnaia-prilozhenie-ke32fcqs6,1xbet-skachat-na-android-besplatno-prilozhenie-mobilnoe-qxq4cs8qk,1xbet-skachat-mobilnuiu-versiiu-besplatno-android-posledniaia-versiia-dl26bhztr,1xbet-skachat-ofitsialnyi-sait-na-android-u1q8kv3ps,1xbet-skachat-mobilnuiu-versiiu-besplatno-na-android-158yz1dyo,-react-file-list-components,1xbet-skachat-ofitsialnyi-sait-android-3-hdsmeu0m7,2022_11_26_cli_calc_again_to_understand_package_and_tsconfig,36---javascript-na-posluziteljskoj-stranii,34rth-javascript-core-oo,1xbet-skachat-besplatno-na-android-telefon-fjcvla280,1matrix-wormhole-sdk-algorand-core,1xbet-zerkalo-skachat-besplatno-na-russkom-android-xszhgnn,36---javascript-na-posluziteljskoj-strani,36-d.javascript-na-posluziteljskoj-strani,10_rameez_letters_and_words_counter_app_cli,1xbet-zerkalo-rabochee-na-segodnia-skachat-na-android-rsy8yknzl,10-aamir-letters-and-words-counter-cli"
6215,1,Backend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that imports the `iana-language-tag` library and creates a function that takes a string as input, parses it as an IANA language tag, and returns an object with the language code, region, and script information.","```javascript
import { parseTag } from 'iana-language-tag';

/**
 * Parses an IANA language tag and returns an object containing
 * the language code, region, and script.
 *
 * @param {string} tag - The IANA language tag to parse.
 * @returns {{ language: string, region: string | null, script: string | null }}
 */
export function parseLanguageTag(tag) {
  const parsed = parseTag(tag);

  return {
    language: parsed.language || null,
    region: parsed.region || null,
    script: parsed.script || null,
  };
}
```",24856,,4.1042,161,351,512,24856,['iana-language-tag'],[],['iana-language-tag'],0,1,['iana-language-tag'],No appropriate package found in the allowed list.,,4.3905,644,541,1185,"12-code-with-vandana-todo-list,10functionalities-nareshnandam,02---random-number-library-rz,123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,1xbet-igry-na-android-skachat-1xbet-pro-sqnji4ts1,1matrix-wormhole-sdk-algorand,123_vandana_number_guassing_game,1matrix-wormhole-sdk-algorand-core,01-code-with-saeed-simple-calculator,1matrix-wormhole-sdk-algorand-tokenbridge,1xbet-apple-of-fortune-skachat-na-android-qyzsreecj,1xbet-skachat-besplatno-na-android-telefon-fjcvla280,1xbet-prilozhenie-android-skachat-besplatno-play-market-iwmxxtqc5,123simple-command-line-calculator,1xbet-skachat-android-besplatno-v-rossii-ubxsfwlk9,1xbet-ofitsialnyi-sait-skachat-na-android-mobilnyi-zr79htvpw,1xbet-skachat-na-telefon-android-besplatno-igrovye-cbnk8b7qx,1xbet-skachat-na-android-besplatno-na-uzbekskom-iazyke-h85u9ojfn,1xbet-kz-skachat-na-android-besplatno-mobilnaia-versiia-49bz6ciug,1xbet-skachat-na-android-besplatno-prilozhenie-mobilnoe-qxq4cs8qk"
6216,1,Frontend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that reduces transform functions with PostCSS by using the `postcss-reduce` plugin, which removes unnecessary transform functions and merges identical ones, resulting in smaller and more optimized CSS output.","```js
// install dependencies first:
// npm install postcss postcss-reduce

const postcss = require('postcss');
const reduce = require('postcss-reduce');

const css = `
  .box {
    transform: translateX(10px) translateX(10px) rotate(0deg) scale(1);
    transform: translateX(10px) rotate(0deg) scale(1);
  }
`;

postcss([reduce()]).process(css, { from: undefined }).then(result => {
  console.log(result.css);
});
```",24860,,2.642,154,251,405,24860,"['postcss', 'postcss-reduce']",['postcss'],['postcss-reduce'],1,1,['postcss-reduce'],No appropriate package found in the allowed list.,,2.1675,664,214,878,"12-code-with-vandana-todo-list,-gpostcss,2022-vostfr-black-panther--wakanda-forever-en-streaming-vostfr-vf-film-francais,1xbet-zerkalo-rabochee-skachat-na-android-hnepoywsr,1xbet-zerkalo-rabochee-na-segodnia-skachat-na-android-rsy8yknzl,1xbet-zerkalo-android-skachat-sanz,1xbet-zerkalo-android-skachat-es19wdvbh,1xbet-zerkalo-na-android-besplatno-pip3o4inu,1xbet-zerkalo-na-android-1xbet-apk-biz-lgcrsqo,1xbet-igry-na-android-skachat-1xbet-pro-sqnji4ts1,1xbet-zerkalo-skachat-na-android-bukmeker-h39bror6a,1xbet-zerkalo-skachat-na-android-bukmekerskaia-3ujsixbc0,1xbet-zerkalo-skachat-prilozhenie-na-android-kak-yhdmaqgx,1xbet-zerkalo-skachat-besplatno-na-russkom-android-xszhgnn,1xbet-zerkalo-skachat-prilozhenie-saita-na-android-acxsf7w1g,1xbet-zerkalo-skachat-na-android-mobilnaia-prilozhenie-ke32fcqs6,1xbet-zerkalo-skachat-na-android-besplatno-na-russkom-iazyke-polnuiu-d7hpw4b0h,1-live-chat-handler,-users-random-messages,0xkarl-everscale-standalone-client"
6444,1,Backend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.",Generate JavaScript code that retrieves the metadata from a Google Cloud Platform environment using the Google Cloud SDK and returns a JSON object containing the metadata.,"```javascript
// npm install @google-cloud/metadata
const { Metadata } = require('@google-cloud/metadata');

async function getMetadata() {
  const metadata = new Metadata();
  // Retrieve all metadata as a JSON object
  const data = await metadata.getMetadata();
  return data;
}

// Example usage
getMetadata()
  .then((meta) => console.log(JSON.stringify(meta, null, 2)))
  .catch((err) => console.error('Error retrieving metadata:', err));
```",25772,,4.0697,141,321,462,25772,['@google-cloud/metadata'],[],['@google-cloud/metadata'],0,1,['@google-cloud/metadata'],No appropriate package found in the allowed list.,,1.3917,527,126,653,"123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,1902a-zzw-the-directory-describes-the-json-file,123movies_the_quest_for_tom_sawyer_s_gold_2023_fullmovies_online_mp4_1080p_hd,123movies-the-super-ma-rio-bros-mo-vie-2023-mp4-go-ogle-drive-hd,1080-to-watch-demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village-full-movies-2023-online-at-alone-home,00feastful_gatherings_restaurant00,13th-ithelp_custom-react-ui-components,00trivia-quest-choose-the-correct-answer00,10p-test-authentication,02_guess_the_hidden_number,17-itheima-tools-ceshiceshi,1matrix-ethereum,0xgank-tea-they-soil,1sualehasabir_guess_the_no,123thesameproject,02-rubab_guess-the-number,000webhost-cloud,02-guess-the-number,02-there_modules,12boowjljk-notthedevs"
6494,1,Uncategorized,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that creates a set of utility functions for efficiently developing GraphQL tools, including code generation, schema manipulation, and testing utilities, designed to streamline the development process and reduce boilerplate code.","```js
// graphql-utils.js
import { buildSchema, printSchema, mergeSchemas, introspectSchema, validateSchema, GraphQLSchema } from 'graphql';
import { mergeTypeDefs, mergeResolvers } from '@graphql-tools/merge';
import { addDirectiveToSchema } from '@graphql-tools/directives';
import { ApolloServer } from 'apollo-server';
import { createTestClient as apolloCreateTestClient } from 'apollo-server-testing';

/**
 * Build a GraphQLSchema from typeDefs and resolvers
 */
export function createSchema(typeDefs, resolvers) {
  const mergedTypeDefs = mergeTypeDefs(typeDefs);
  const mergedResolvers = mergeResolvers(resolvers);
  return new GraphQLSchema({
    ...buildSchema(mergedTypeDefs),
    resolvers: mergedResolvers,
  });
}

/**
 * Merge multiple type definition strings or ASTs
 */
export function mergeTypeDefsArray(typeDefsArray) {
  return mergeTypeDefs(typeDefsArray);
}

/**
 * Merge multiple resolver objects
 */
export function mergeResolversArray(resolversArray) {
  return mergeResolvers(resolversArray);
}

/**
 * Add a directive definition to an existing schema
 */
export function addDirective(schema, directiveDef) {
  return addDirectiveToSchema(schema, directiveDef);
}

/**
 * Generate a simple resolver skeleton
 */
export function generateResolver(name, args = {}, returnType = 'String', body = 'return null;') {
  const argsStr = Object.entries(args)
    .map(([k, v]) => `${k}: ${v}`)
    .join(', ');
  return `
${name}(${argsStr}) {
  ${body}
}
`;
}

/**
 * Generate a simple type definition
 */
export function generateTypeDef(name, fields = {}) {
  const fieldsStr = Object.entries(fields)
    .map(([k, v]) => `  ${k}: ${v}`)
    .join('\n');
  return `
type ${name} {
${fieldsStr}
}
`;
}

/**
 * Create a test client for an ApolloServer instance
 */
export function createTestClient(server) {
  return apolloCreateTestClient(server);
}

/**
 * Create a mock resolver using Jest
 */
export function mockResolver(returnValue) {
  return jest.fn(() => returnValue);
}

/**
 * Validate a GraphQLSchema
 */
export function validate(schema) {
  return validateSchema(schema);
}

/**
 * Print a GraphQLSchema to SDL
 */
export function print(schema) {
  return printSchema(schema);
}

/**
 * Introspect a remote GraphQL endpoint
 */
export async function introspectRemoteSchema(uri, headers = {}) {
  return introspectSchema({ url: uri, headers });
}

/**
 * Generate client code using graphql-codegen (placeholder)
 */
export async function generateClientCode(schema, outputPath) {
  // This is a placeholder. In a real setup, you'd invoke graphql-codegen CLI or API.
  const fs = await import('fs/promises');
  await fs.writeFile(outputPath, `// Generated client code for schema\n`);
}
```",25972,,9.6714,154,1094,1248,25972,"['@graphql-tools/directives', '@graphql-tools/merge', 'apollo-server', 'apollo-server-testing', 'graphql']","['@graphql-tools/merge', 'apollo-server', 'apollo-server-testing', 'graphql']",['@graphql-tools/directives'],4,1,['@graphql-tools/directives'],No appropriate package found in the allowed list.,,1.9786,429,166,595,"-graphql-codegen-client-preset-swc-test,12-code-with-vandana-todo-list,11ty-to-codepen,1xbet-promo-code-uzbekistan-chitachok-z3aqdoiuh,1xbet-apple-of-fortune-skachat-na-android-qyzsreecj,04-code,-ajay-code,02code-npm,03-code-zwl,1loc-vscode,07_coder_cjf,100_dayscode,02510-atm-code,08-codexiaoluo,0.extends.vscode,01_mjlcode_utils,11ku7-ai-nodecoder,-number-game-codeverse,0xcode-courses-manager,10secondsofcode-custom"
6506,1,Data_Processing,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that implements a crc-32 checksum calculator, using the pure-js-crc-32 library, and outputs the calculated checksum as a hexadecimal string.","```js
// Install the library first: npm install pure-js-crc-32

const crc32 = require('pure-js-crc-32');

/**
 * Calculates the CRC‑32 checksum of the given input and returns it as an
 * 8‑character hexadecimal string.
 *
 * @param {string | Buffer} data - The data to checksum.
 * @returns {string} The CRC‑32 checksum in hex (lowercase, padded to 8 chars).
 */
function calculateCRC32Hex(data) {
  const checksum = crc32(data);          // returns a 32‑bit unsigned integer
  return checksum.toString(16).padStart(8, '0');
}

// Example usage:
const input = 'Hello, world!';
const hexChecksum = calculateCRC32Hex(input);
console.log(`CRC‑32 of ""${input}"" is ${hexChecksum}`);
```",26020,,2.7828,146,353,499,26020,['pure-js-crc-32'],[],['pure-js-crc-32'],0,1,['pure-js-crc-32'],No appropriate package found in the allowed list.,,2.1955,465,390,855,"01-code-with-saeed-simple-calculator,02---random-number-library-rz,00feastful_gatherings_restaurant00,10p-test-authentication,01---command-line-calculator,12-code-with-vandana-todo-list,1080-to-watch-demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village-full-movies-2023-online-at-alone-home,02-rubab_guess-the-number,02_guess_the_hidden_number,0xgank-tea-they-soil,02-there_modules,02-guess-the-number,04-biblitotheque,11ty-dither,00trivia-quest-choose-the-correct-answer00,01-bibliotheque,0xtheone,-graphql-codegen-client-preset-swc-test,0038-simple-calculator_project,04---js---36---javascript-na-posluziteljskoj-strani"
6619,1,Data_Processing,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that pipes a raw stream through JSONStream.parse() to parse the data into objects, and then pipes the resulting stream of objects through streamOfObjects to create a new stream containing only the objects that have a certain property set to a truthy value.","```js
const fs = require('fs');
const JSONStream = require('JSONStream');
const streamOfObjects = require('stream-of-objects');

// Replace 'data.json' with your source file or any readable stream
const rawStream = fs.createReadStream('data.json', { encoding: 'utf8' });

// Replace 'desiredProperty' with the property you want to test for truthiness
const filteredStream = rawStream
  .pipe(JSONStream.parse('*'))          // Parse raw JSON into objects
  .pipe(streamOfObjects(obj => !!obj.desiredProperty)); // Keep only truthy objects

// Example: pipe the filtered objects to stdout or another writable stream
filteredStream.pipe(process.stdout);
```",26472,,2.4566,167,621,788,26472,['stream-of-objects'],[],['stream-of-objects'],0,1,['stream-of-objects'],No appropriate package found in the allowed list.,,1.0404,545,144,689,"123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,000.objects-online,2.-guessthenumber,10p-test-authentication,1xbet-stream-kolichestvo-liudei-snjq1c8cm,-g-u-a-r-d-a-john-wick-4-streaming-ita-wae,-g-u-a-r-d-a-john-wick-4-streaming-ita-alta-wae,2-thenable,1matrix-stream,123movies_the_quest_for_tom_sawyer_s_gold_2023_fullmovies_online_mp4_1080p_hd,12boowjljk-notthedevs,00feastful_gatherings_restaurant00,00trivia-quest-choose-the-correct-answer00,123movies-the-super-ma-rio-bros-mo-vie-2023-mp4-go-ogle-drive-hd,11ty-dither,1984-hyper-theme,02-guess-the-number,0xgank-tea-they-soil,02-rubab_guess-the-number,02_guess_the_hidden_number"
6703,1,Data_Processing,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.",Generate JavaScript code that parses and stringifies Yarn lockfiles using a module like `yarn-lockfile-parser` or `yarn-lockfile-stringifier`.,"```js
// yarn-lockfile-demo.js
// Requires: yarn-lockfile-parser, yarn-lockfile-stringifier
// Install with: npm install yarn-lockfile-parser yarn-lockfile-stringifier

const fs = require('fs');
const path = require('path');
const parseYarnLock = require('yarn-lockfile-parser');
const stringifyYarnLock = require('yarn-lockfile-stringifier');

// Path to the yarn.lock file
const lockFilePath = path.resolve(__dirname, 'yarn.lock');

// Read the lockfile
const lockFileContent = fs.readFileSync(lockFilePath, 'utf8');

// Parse the lockfile into a JavaScript object
const parsed = parseYarnLock(lockFileContent);
console.log('Parsed lockfile:', parsed);

// (Optional) Modify the parsed object here
// e.g., change the version of a package
// parsed['lodash@^4.17.21'].version = '4.17.22';

// Stringify the object back to yarn.lock format
const newLockFileContent = stringifyYarnLock(parsed);

// Write the new lockfile (overwrite or to a new file)
const newLockFilePath = path.resolve(__dirname, 'yarn.lock.new');
fs.writeFileSync(newLockFilePath, newLockFileContent, 'utf8');

console.log(`New lockfile written to ${newLockFilePath}`);
```",26808,,2.3614,145,472,617,26808,"['yarn-lockfile-parser', 'yarn-lockfile-stringifier']",[],"['yarn-lockfile-parser', 'yarn-lockfile-stringifier']",0,2,"['yarn-lockfile-parser', 'yarn-lockfile-stringifier']",No appropriate package found in the allowed list.,,2.2070,683,194,877,"2_test_published_yarn,--lockfile-only,--frozen-lockfile,--fix-lockfile,12-code-with-vandana-todo-list,2ch-parser,123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,2022-vostfr-black-panther--wakanda-forever-en-streaming-vostfr-vf-film-francais,1xbet-kz-skachat-na-android-besplatno-mobilnaia-versiia-49bz6ciug,1xbet-skachat-mobilnuiu-versiiu-besplatno-android-posledniaia-versiia-dl26bhztr,1xbet-zerkalo-skachat-na-android-besplatno-na-russkom-iazyke-polnuiu-d7hpw4b0h,1xbet-zerkalo-skachat-na-android-bukmekerskaia-3ujsixbc0,1xbet-skachat-prilozhenie-na-android-s-ofitsialnogo-saita-novaia-e9ix6uar9,1xbet-zerkalo-skachat-na-android-mobilnaia-prilozhenie-ke32fcqs6,1xbet-skachat-na-android-besplatno-prilozhenie-mobilnoe-qxq4cs8qk,-graphql-codegen-client-preset-swc-test,1xbet-mobilnaia-versiia-skachat-na-android-besplatno-novaia-versiia-vnom,1xbet-zerkalo-skachat-na-android-bukmeker-h39bror6a,1xbet-zerkalo-rabochee-na-segodnia-skachat-na-android-rsy8yknzl,1xbet-skachat-na-android-besplatno-na-uzbekskom-iazyke-h85u9ojfn"
6753,1,Frontend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.",Generate JavaScript code that treats React JSX elements as value types and hoists them to the highest scope using a library like `react- Hoist` or by implementing a custom solution using JavaScript prototypes and scoping rules.,"```js
/* ==================== 1️⃣  Custom prototype‑based hoist ==================== */
import React from 'react';

/* Global registry for hoisted JSX elements */
const hoistedRegistry = new Map();

/* Prototype that gives JSX elements a valueOf() and hoist() method */
const hoistedProto = {
  valueOf() {
    return this; // treat element as a value
  },
  hoist(scope = globalThis) {
    if (!hoistedRegistry.has(scope)) hoistedRegistry.set(scope, []);
    hoistedRegistry.get(scope).push(this);
    return this;
  },
};

/* Monkey‑patch React.createElement to attach the prototype */
const originalCreateElement = React.createElement;
React.createElement = (...args) => {
  const el = originalCreateElement(...args);
  Object.setPrototypeOf(el, hoistedProto);
  return el;
};

/* Helper to render all hoisted elements for a given scope */
export function renderHoisted(scope = globalThis) {
  const els = hoistedRegistry.get(scope) || [];
  return els.map((el, i) => React.cloneElement(el, { key: i }));
}

/* Example component that hoists its JSX to the global scope */
export function HoistedComponent() {
  const el = <div>Hoisted content</div>;
  el.hoist(); // hoist to global scope
  return null; // nothing rendered here
}

/* Root component that renders hoisted elements */
export function App() {
  return (
    <>
      <HoistedComponent />
      {renderHoisted()}
    </>
  );
}

/* ==================== 2️⃣  Using react-hoist (if available) ==================== */
/* 
import { hoist } from 'react-hoist';

function HoistDemo() {
  const el = <span>Hoisted via library</span>;
  hoist(el); // hoist to the highest scope
  return null;
}

function Root() {
  return (
    <>
      <HoistDemo />
      {hoist.render()} // renders all hoisted elements
    </>
  );
}
*/
```",27008,,10.2461,158,1816,1974,27008,"['react', 'react-hoist']",['react'],['react-hoist'],1,1,['react-hoist'],,,14.3353,406,2048,2454,"-greact-dom,-greact-docgen,-greact-native,07-react-router,06-react-router-myself,07-react-router-saraib,-react-file-list-components,-global-styles-react-app,-adisagar2003-react-share-on-social,-lorenzovecchi-react-native-esptouch-2-forked,-llscw-react-cli,01-install-react,03-custom-jydandf,07-my-react-router,-tompan-reacttemplate,-shaz-react-rich-text-editor,02---random-number-library-rz,-gpreact,01basicreact,0.edsql.react"
